Chapter,Verse,Sanskrit verse,Translation (English),Hinglish (1),Hinglish (2),Summary,Source ID,Reference,message,tags
11,22,रुद्रादित्यावसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च गन्धर्वयक्षासुरसिद्धसङ्घाः वीक्षन्ते त्वां विस्मिताश्चैव सर्वे,"Rudras, Adityas, Vasus, Sadhyas, Vishvadevas, Ashvins, Maruts, Ushmapas, Gandharvas, Yakshas, Asuras, Siddhas—all gaze at You, amazed.","Rudra, Aditya, Vasu, Sadhya, Vishvadeva, Ashwin, Marut, Ushmapa, Gandharva, Yaksha, Asur, Siddh—sab aapko chakit hokar dekhte hain.","Rudra, Aditya, Vasu, Sadhya, Vishwedeva, Ashwini Kumar, Marut, Pitar, Gandharva, Yaksha, Asur aur Siddhon ke samooh - sabhi vismit hokar aapko dekh rahe hain.",All celestial categories witness the form.,GITA_11_22,Gita 11.22,"रुद्रादित्यावसवो ये च साध्या विश्वेऽश्विनौ मरुतश्चोष्मपाश्च गन्धर्वयक्षासुरसिद्धसङ्घाः वीक्षन्ते त्वां विस्मिताश्चैव सर्वे
Rudras, Adityas, Vasus, Sadhyas, Vishvadevas, Ashvins, Maruts, Ushmapas, Gandharvas, Yakshas, Asuras, Siddhas—all gaze at You, amazed.
Rudra, Aditya, Vasu, Sadhya, Vishvadeva, Ashwin, Marut, Ushmapa, Gandharva, Yaksha, Asur, Siddh—sab aapko chakit hokar dekhte hain.","Brahman, fear"
11,23,रूपं महत्ते बहुवक्त्रनेत्रं महाबाहो बहुबाहूरुपादम् बहूदरं बहुदंष्ट्राकरालं दृष्ट्वा लोकाः प्रव्यथितास्तथाहम्,"Great‑armed One, seeing Your vast form with many mouths, eyes, many arms, thighs, feet, many stomachs, many terrible tusks—worlds are shaken, and so am I.","Hey Mahabaahu, aapke anant mukh-netra, bahu-hast-paad, pet, bhayanak daanton se main aur lok dare hue hain.","Hey Mahabahu, aapke is mahaan roop ko, jismein anek mukh, netra, bhujaayein, janghayein, pair, pet aur bhayanak daantein hain, dekhkar sabhi lok vyathit hain aur main bhi vyathit hoon.",Description of fearsome aspects.,GITA_11_23,Gita 11.23,"रूपं महत्ते बहुवक्त्रनेत्रं महाबाहो बहुबाहूरुपादम् बहूदरं बहुदंष्ट्राकरालं दृष्ट्वा लोकाः प्रव्यथितास्तथाहम्
Great‑armed One, seeing Your vast form with many mouths, eyes, many arms, thighs, feet, many stomachs, many terrible tusks—worlds are shaken, and so am I.
Hey Mahabaahu, aapke anant mukh-netra, bahu-hast-paad, pet, bhayanak daanton se main aur lok dare hue hain.","fear, stress, anxiety"
11,24,नभःस्पृशं दीप्तमनेकवर्णं व्यात्ताननं दीप्तविशालनेत्रम् दृष्ट्वा हि त्वां प्रव्यथितान्तरात्मा धृतिं न विन्दामि शमं च विष्णो,"O Vishnu, touching the sky, blazing in many colors, with gaping mouths, great flaming eyes—seeing You my heart trembles, I find no courage, no peace.","Aapke aakash-spershi roop, rang-birange tej, khule mukh, jwalant netra dekh kar mera man kamp raha hai; mujhe dhairya nahi.","Hey Vishnu, aakash ko sparsh karte hue, prajwalit, anek rangon waale, faile hue mukhon aur vishaal prajwalit netron waale aapko dekhkar, mera antahkaran bhaybheet hai. Main na toh dhairya dhaaran kar paa raha hoon aur na hi shaanti.",Overwhelming cosmic scope shakes Arjuna.,GITA_11_24,Gita 11.24,"नभःस्पृशं दीप्तमनेकवर्णं व्यात्ताननं दीप्तविशालनेत्रम् दृष्ट्वा हि त्वां प्रव्यथितान्तरात्मा धृतिं न विन्दामि शमं च विष्णो
O Vishnu, touching the sky, blazing in many colors, with gaping mouths, great flaming eyes—seeing You my heart trembles, I find no courage, no peace.
Aapke aakash-spershi roop, rang-birange tej, khule mukh, jwalant netra dekh kar mera man kamp raha hai; mujhe dhairya nahi.","fear, anxiety, stress"
11,25,दंष्ट्राकरालानि च ते मुखानि दृष्ट्वैव कालानलसन्निभानि दिशो न जाने न लभे च शर्म प्रसाददेवेश जगन्निवास,"O Lord of gods, abode of the world, seeing Your tusked mouths like the fires of annihilation, I know not the directions, and find no peace.","Hey Devnath, jagatnivas, aapke kalagni jaise mukh dekhkar mujhe disha dikh nahi rahi, shanti nahi mil rahi.","Pralay-kaal ki agni ke samaan aapke bhayanak daanton waale mukhon ko dekhkar, main dishaon ko nahi jaan paa raha hoon aur mujhe shaanti nahi mil rahi. Hey Devesh, hey Jagannivas, kripya prasann hoiye.",Fear of destruction dominates.,GITA_11_25,Gita 11.25,"दंष्ट्राकरालानि च ते मुखानि दृष्ट्वैव कालानलसन्निभानि दिशो न जाने न लभे च शर्म प्रसाददेवेश जगन्निवास
O Lord of gods, abode of the world, seeing Your tusked mouths like the fires of annihilation, I know not the directions, and find no peace.
Hey Devnath, jagatnivas, aapke kalagni jaise mukh dekhkar mujhe disha dikh nahi rahi, shanti nahi mil rahi.","fear of death, anxiety, stress"
11,26,अमी च त्वां धृतराष्ट्रस्य पुत्राः सर्वे सहैवावनीपलसङ्घैः भीष्मो द्रोणः सूतपुत्रस्तथासौ सहास्मदीयैरपि योधमुख्यैः,"These sons of Dhritarashtra with all their allied kings, Bhishma, Drona, Karna, with also our chief warriors...","Yeh Dhritarashtra ke putra, unke mitra raja, Bhishma, Drona, Karna, aur hamare pramukh yoddha...","Dhritarashtra ke ve sabhi putra, rajaon ke samoohon sahit, Bheeshma, Drona, woh Soot-putra Karna, aur humare bhi pramukh yoddhaon sahit...",Arjuna recognizes figures in the cosmic vision.,GITA_11_26,Gita 11.26,"अमी च त्वां धृतराष्ट्रस्य पुत्राः सर्वे सहैवावनीपलसङ्घैः भीष्मो द्रोणः सूतपुत्रस्तथासौ सहास्मदीयैरपि योधमुख्यैः
These sons of Dhritarashtra with all their allied kings, Bhishma, Drona, Karna, with also our chief warriors...
Yeh Dhritarashtra ke putra, unke mitra raja, Bhishma, Drona, Karna, aur hamare pramukh yoddha...","fear of death, Karma"
11,27,वक्त्राणि ते त्वरमाणाः विशन्ति दंष्ट्राकरालानि भयानकानि केचिद्विलग्ना दशनान्तरेषु सन्दृश्यन्ते चूर्णितैरुत्तमाङ्गैः,"Hastening, they enter Your terrible tusked mouths; some, with heads crushed between the teeth, are seen caught there.",Woh aapke bhayanak daanton me ghus rahe hain; kuchke sir kuchal kar daanton me atke dikhen.,"Tezi se aapke bhayanak daanton waale mukhon mein pravesh kar rahe hain. Kuch toh, kuchle hue siron ke saath, aapke daanton ke beech fanse hue dikhayi de rahe hain.",The vision shows inevitable destruction.,GITA_11_27,Gita 11.27,"वक्त्राणि ते त्वरमाणाः विशन्ति दंष्ट्राकरालानि भयानकानि केचिद्विलग्ना दशनान्तरेषु सन्दृश्यन्ते चूर्णितैरुत्तमाङ्गैः
Hastening, they enter Your terrible tusked mouths; some, with heads crushed between the teeth, are seen caught there.
Woh aapke bhayanak daanton me ghus rahe hain; kuchke sir kuchal kar daanton me atke dikhen.","fear of death, Karma"
11,28,यथा नदीनां बहवोऽम्बुवेगाः समुद्रमेवाभिमुखा द्रवन्ति तथा तवामी नरलोकवीरा विशन्ति वक्त्राण्यभिविज्वलन्ति,"As rivers, many in their torrents, flow to the sea, so these heroes of mankind enter Your flaming mouths.","Jaise nadiyan samudra me girti hain, waise yeh veer aapke jwalant mukh me ja rahe hain.","Jaise nadiyon ki anek jal-dhaaraayein samudra ki or hi daudti hain, usi prakaar yeh nar-lok ke veer aapke prajwalit mukhon mein pravesh kar rahe hain.",Inevitable draw towards dissolution.,GITA_11_28,Gita 11.28,"यथा नदीनां बहवोऽम्बुवेगाः समुद्रमेवाभिमुखा द्रवन्ति तथा तवामी नरलोकवीरा विशन्ति वक्त्राण्यभिविज्वलन्ति
As rivers, many in their torrents, flow to the sea, so these heroes of mankind enter Your flaming mouths.
Jaise nadiyan samudra me girti hain, waise yeh veer aapke jwalant mukh me ja rahe hain.","fear of death, Karma, Brahman"
11,29,यथा प्रदीप्तं ज्वलनं पतङ्गा विशन्ति नाशाय समृद्धवेगाः तथैव नाशाय विशन्ति लोकास्तवापि वक्त्राणि समृद्धवेगाः,"As moths rush with great speed into a blazing fire to perish, so do these worlds with rapidity enter Your mouths to their destruction.","Jaise patange aag me girkar jal jaate hain, waise log aapke mukh me pravesh kar rahe hain.","Jaise patange nasht hone ke liye teevra gati se prajwalit agni mein pravesh karte hain, usi prakaar yeh sabhi log nasht hone ke liye teevra gati se aapke mukhon mein pravesh kar rahe hain.",Graphic inevitability of death.,GITA_11_29,Gita 11.29,"यथा प्रदीप्तं ज्वलनं पतङ्गा विशन्ति नाशाय समृद्धवेगाः तथैव नाशाय विशन्ति लोकास्तवापि वक्त्राणि समृद्धवेगाः
As moths rush with great speed into a blazing fire to perish, so do these worlds with rapidity enter Your mouths to their destruction.
Jaise patange aag me girkar jal jaate hain, waise log aapke mukh me pravesh kar rahe hain.","fear of death, Karma"
11,30,लेलिह्यसे ग्रसमानः समन्ताल्लोकान्समग्रान्वदनैर्ज्वलद्भिः तेजोभिरापूर्य जगत्समग्रं भासस्तवोग्राः प्रतपन्ति विष्णो,"You lick up all worlds on every side with your flaming mouths, devouring completely; your fierce radiance scorches the universe, O Vishnu.",Aap har disha se sab lok nigal rahe hain; aapka tej poore jagat ko jala raha hai.,"Aap apne prajwalit mukhon se sabhi lokon ko har taraf se nigalte hue chaat rahe hain. Hey Vishnu, aapka ugra prakaash sampoorn jagat ko tej se bhar kar tapta kar raha hai.",Krishna as destructive Time itself.,GITA_11_30,Gita 11.30,"लेलिह्यसे ग्रसमानः समन्ताल्लोकान्समग्रान्वदनैर्ज्वलद्भिः तेजोभिरापूर्य जगत्समग्रं भासस्तवोग्राः प्रतपन्ति विष्णो
You lick up all worlds on every side with your flaming mouths, devouring completely; your fierce radiance scorches the universe, O Vishnu.
Aap har disha se sab lok nigal rahe hain; aapka tej poore jagat ko jala raha hai.","fear of death, Karma, Brahman"
11,31,आख्याहि मे को भवानुग्ररूपो नमोऽस्तु ते देववर प्रसीद विज्ञातुमिच्छामि भवन्माद्यं न हि प्रजानामि तव प्रवृत्तिम्,"Tell me who You are, of this terrible form; O best of gods, obeisance to You! Be gracious. I wish to know You, the origin, for I do not comprehend Your intent.","Hey ugra roop wale prabhu, pranam, kripya batayein aap kaun hain; main aapke uddeshya ko nahi samajh pa raha.","Kripya mujhe bataiye ki ugra-roop waale aap kaun hain? Hey Deva-shreshth, aapko namaskar ho, prasann hoiye. Main aap aadi-purush ko jaanna chahta hoon, kyunki main aapki is pravritti ko nahi samajh paa raha hoon.",Inquiry born of fear and devotion.,GITA_11_31,Gita 11.31,"आख्याहि मे को भवानुग्ररूपो नमोऽस्तु ते देववर प्रसीद विज्ञातुमिच्छामि भवन्माद्यं न हि प्रजानामि तव प्रवृत्तिम्
Tell me who You are, of this terrible form; O best of gods, obeisance to You! Be gracious. I wish to know You, the origin, for I do not comprehend Your intent.
Hey ugra roop wale prabhu, pranam, kripya batayein aap kaun hain; main aapke uddeshya ko nahi samajh pa raha.","fear, confusion, what is the purpose of life"
11,32,श्रीभगवानुवाच कालोऽस्मि लोकक्षयकृत्प्रवृद्धो लोकान्समाहर्तुमिह प्रवृद्धः ऋतेऽपि त्वां न भविष्यन्ति सर्वे येऽवस्थिताः प्रत्यनीकेषु योधाः,"The Blessed Lord said: I am Time, destroyer of worlds, engaged in devouring all people; not even without you will any of the warriors in opposing armies survive.","Main kaal hoon, lokon ka naashak; yeh sab yoddha bina tumhare bhi nahi bachenge.","Shri Krishna ne kaha: Main lokon ka naash karne waala, badha hua Kaal (samay) hoon. Main yahan in logon ka sanhaar karne ke liye pravritt hua hoon. Tumhare bina bhi, vipakshi sena mein sthit koi bhi yoddha jeevit nahi bachega.",Krishna reveals Himself as Time.,GITA_11_32,Gita 11.32,"श्रीभगवानुवाच कालोऽस्मि लोकक्षयकृत्प्रवृद्धो लोकान्समाहर्तुमिह प्रवृद्धः ऋतेऽपि त्वां न भविष्यन्ति सर्वे येऽवस्थिताः प्रत्यनीकेषु योधाः
The Blessed Lord said: I am Time, destroyer of worlds, engaged in devouring all people; not even without you will any of the warriors in opposing armies survive.
Main kaal hoon, lokon ka naashak; yeh sab yoddha bina tumhare bhi nahi bachenge.","fear of death, Karma, what is the purpose of life"
11,33,तस्मात्त्वमुत्तिष्ठ यशो लभस्व जित्वा शत्रून् भुङ्क्ष्व राज्यं समये मयैवैते निहताः पूर्वमेव निमित्तमात्रं भव सव्यसाचिन्,"Therefore arise, win glory, conquer enemies, enjoy the kingdom; they have already been slain by Me—be merely the instrument, O Savyasachi.","Utho, vijay pao, rajya bhogo; shatru mere dwara pehle hi mare gaye hain, tum bas nimit bano.","Isliye, tum utho aur yash prapt karo. Shatruon ko jeetkar samriddh rajya ka bhog karo. Yeh sab mere dwara pehle hi maare ja chuke hain. Hey Savyasachi (Arjun), tum kewal nimitt-maatra bano.",Krishna urges Arjuna to act as His instrument.,GITA_11_33,Gita 11.33,"तस्मात्त्वमुत्तिष्ठ यशो लभस्व जित्वा शत्रून् भुङ्क्ष्व राज्यं समये मयैवैते निहताः पूर्वमेव निमित्तमात्रं भव सव्यसाचिन्
Therefore arise, win glory, conquer enemies, enjoy the kingdom; they have already been slain by Me—be merely the instrument, O Savyasachi.
Utho, vijay pao, rajya bhogo; shatru mere dwara pehle hi mare gaye hain, tum bas nimit bano.","Dharma, Karma, Nishkama Karma, finding purpose"
11,34,द्रोणं च भीष्मं च जयद्रथं च कर्णं तथान्यानपि योधवीरान्मया हतांस्त्वं जहि मा व्यथिष्ठा युध्यस्व जेतासि रणेऽस्पृतः,"Drona, Bhishma, Jayadratha, Karna, and other brave warriors slain by Me—kill them; do not be distressed; fight—you will conquer the foe.","Drona, Bhishma, Jayadrath, Karna aur anya veer mere dwara mare gaye—tum unhe maaro, chinta na karo, vijay tumhari hai.","Drona, Bheeshma, Jayadratha, Karna aur anya bhi mahaan yoddhaon ko, jo mere dwara maare ja chuke hain, tum maaro. Vyathit mat ho. Yuddh karo, tum nishchit roop se ran mein shatruon ko jeetoge.",Reassurance of predetermined success.,GITA_11_34,Gita 11.34,"द्रोणं च भीष्मं च जयद्रथं च कर्णं तथान्यानपि योधवीरान्मया हतांस्त्वं जहि मा व्यथिष्ठा युध्यस्व जेतासि रणेऽस्पृतः
Drona, Bhishma, Jayadratha, Karna, and other brave warriors slain by Me—kill them; do not be distressed; fight—you will conquer the foe.
Drona, Bhishma, Jayadrath, Karna aur anya veer mere dwara mare gaye—tum unhe maaro, chinta na karo, vijay tumhari hai.","fear of failure, overcoming self-doubt, Dharma"
11,35,सञ्जय उवाच एतच्छ्रुत्वा वचनं केशवस्य कृताञ्जलिर्वेपमानः किरीटी नमस्कृत्वा भूय एवाह कृष्णं गद्गदं भावभीतः,"Sanjaya said: Hearing this from Keshava, the crowned Arjuna, trembling, bowed down with folded hands, and fearfully, faltering, spoke to Krishna again.","Krishna ke vachan sunkar, kampte Arjun ne pranam kiya aur bhay-poorn swar me bola.","Sanjay ne kaha: Keshav ke is vachan ko sunkar, mukut-dhaari Arjun kaanpte hue, haath jodkar, pranam karke, phir se atyant bhaybheet hokar, gadgad swar mein Krishna se bola.","Arjuna’s humble, fearful confusion.",GITA_11_35,Gita 11.35,"सञ्जय उवाच एतच्छ्रुत्वा वचनं केशवस्य कृताञ्जलिर्वेपमानः किरीटी नमस्कृत्वा भूय एवाह कृष्णं गद्गदं भावभीतः
Sanjaya said: Hearing this from Keshava, the crowned Arjuna, trembling, bowed down with folded hands, and fearfully, faltering, spoke to Krishna again.
Krishna ke vachan sunkar, kampte Arjun ne pranam kiya aur bhay-poorn swar me bola.","fear, anxiety, Bhakti Yoga"
11,36,अर्जुन उवाच स्थाने हृषीकेश तव प्रकीर्त्या जगत्प्रहृष्यत्यनुरज्यते च रक्षांसि भीतानि दिशो द्रवन्ति सर्वे नमस्यन्ति च सिद्धसङ्घाः,"Arjuna said: It is fitting, O Hrishikesha, that the world rejoices and is attached to Your glory; demons flee in fear to all directions, and all hosts of Siddhas bow to You.","Hey Hrishikesha, aapki prashansa se jagat anandit hota hai; rakshas bhag jaate hain, siddh pranam karte hain.","Arjun ne kaha: Hey Hrishikesh, yeh uchit hi hai ki aapke kirtan se jagat harshit ho raha hai aur anurakt ho raha hai. Bhaybheet rakshas dishaon mein bhaag rahe hain aur sabhi siddh-samooh aapko pranam kar rahe hain.",Reactions of various beings.,GITA_11_36,Gita 11.36,"अर्जुन उवाच स्थाने हृषीकेश तव प्रकीर्त्या जगत्प्रहृष्यत्यनुरज्यते च रक्षांसि भीतानि दिशो द्रवन्ति सर्वे नमस्यन्ति च सिद्धसङ्घाः
Arjuna said: It is fitting, O Hrishikesha, that the world rejoices and is attached to Your glory; demons flee in fear to all directions, and all hosts of Siddhas bow to You.
Hey Hrishikesha, aapki prashansa se jagat anandit hota hai; rakshas bhag jaate hain, siddh pranam karte hain.","Bhakti Yoga, Dharma"
11,37,कस्माच्च ते न नमेरन्महात्मन् गरीयसे ब्रह्मणोऽप्यादिकर्त्रे अनन्त देवेश जगन्निवास त्वमक्षरं सदसत्तत्परं यत्,"Why should they not bow to You, O great soul, greater than Brahma, primal creator, infinite, God of gods, abode of the world, imperishable, beyond being and non‑being?","Hey Mahatma, aap Brahma se bade, anant, devon ke dev, jagat ke nivas, akshar, sat-asat se pare hain.","Hey Mahatma, aap Brahma ke bhi aadi-karta hain, aapse bhi shreshth hain, toh ve aapko pranam kyun na karein? Hey Anant, hey Devesh, hey Jagannivas! Aap hi akshar (avinashi) hain, sat aur asat se bhi pare hain.",Arjuna’s praise of Krishna’s supremacy.,GITA_11_37,Gita 11.37,"कस्माच्च ते न नमेरन्महात्मन् गरीयसे ब्रह्मणोऽप्यादिकर्त्रे अनन्त देवेश जगन्निवास त्वमक्षरं सदसत्तत्परं यत्
Why should they not bow to You, O great soul, greater than Brahma, primal creator, infinite, God of gods, abode of the world, imperishable, beyond being and non‑being?
Hey Mahatma, aap Brahma se bade, anant, devon ke dev, jagat ke nivas, akshar, sat-asat se pare hain.","Brahman, self-realization, Bhakti Yoga"
11,38,त्वमादिदेवः पुरुषः पुराणस्त्वमस्य विश्वस्य परं निधानम् वेत्तासि वेद्यं च परं धाम त्वया ततं विश्वमनन्तरूप,"O primal God, ancient Person, You are the supreme resting place of this universe; You are the knower and the knowable, the supreme abode; by You the universe is pervaded.","Aap pratham dev, puratan purush, jagat ka param sthan, gyaata, gyaeya, param dham, aap anant roop me jagat me vyapit hain.","Aap aadi-dev, sanatan Purush hain. Aap is vishwa ke param aashray hain. Aap hi janne waale, janne yogy aur param dhaam hain. Hey anant-roop, aapse hi yeh vishwa vyaapt hai.",Continues glorification.,GITA_11_38,Gita 11.38,"त्वमादिदेवः पुरुषः पुराणस्त्वमस्य विश्वस्य परं निधानम् वेत्तासि वेद्यं च परं धाम त्वया ततं विश्वमनन्तरूप
O primal God, ancient Person, You are the supreme resting place of this universe; You are the knower and the knowable, the supreme abode; by You the universe is pervaded.
Aap pratham dev, puratan purush, jagat ka param sthan, gyaata, gyaeya, param dham, aap anant roop me jagat me vyapit hain.","Brahman, Atman, Jnana Yoga"
11,39,वायुर्यमोऽग्निर्वरुणः शशांकः प्रजापतिस्त्वं प्रपितामहश्च नमो नमस्तेऽस्तु सहस्रकृत्वः पुनश्च भूयोऽपि नमो नमस्ते,"You are Vayu, Yama, Agni, Varuna, moon, Prajapati, and great‑grandfather; salutation to You a thousand times, again and again salutations!","Aap Vayu, Yam, Agni, Varun, Chandra, Prajapati, pitamah ke bhi pitamah hain; sau-sau baar pranam.","Aap Vayu, Yama, Agni, Varuna, Chandrama, Prajapati aur prapitamah (great-grandfather) hain. Aapko hazaar baar namaskar, phir se baar-baar namaskar.",Arjuna salutes repeatedly.,GITA_11_39,Gita 11.39,"वायुर्यमोऽग्निर्वरुणः शशांकः प्रजापतिस्त्वं प्रपितामहश्च नमो नमस्तेऽस्तु सहस्रकृत्वः पुनश्च भूयोऽपि नमो नमस्ते
You are Vayu, Yama, Agni, Varuna, moon, Prajapati, and great‑grandfather; salutation to You a thousand times, again and again salutations!
Aap Vayu, Yam, Agni, Varun, Chandra, Prajapati, pitamah ke bhi pitamah hain; sau-sau baar pranam.","Brahman, Bhakti Yoga"
11,40,नमः पुरस्तादनु प्रृष्टथोऽस्तु नमोऽस्तु ते सर्वत एव सर्व अनन्तवीर्यामितविक्रमस्त्वं सर्वं समाप्नोषि ततोऽसि सर्वः,"Salutations before, behind, and on all sides; O infinite in valor and power, You pervade all, therefore You are all.","Aage, peeche, chaaro or pranam; anant shakti-shali, veer, aap sabme vyapit ho, isliye aap sab kuch ho.","Aapko aage se, peeche se, aur sabhi dishaon se namaskar ho! Hey Sarva! Aap anant veerya aur amit parakram waale hain. Aap sab mein vyaapt hain, isliye aap hi sab kuch hain.",Final sweeping salutation to the cosmic form.,GITA_11_40,Gita 11.40,"नमः पुरस्तादनु प्रृष्टथोऽस्तु नमोऽस्तु ते सर्वत एव सर्व अनन्तवीर्यामितविक्रमस्त्वं सर्वं समाप्नोषि ततोऽसि सर्वः
Salutations before, behind, and on all sides; O infinite in valor and power, You pervade all, therefore You are all.
Aage, peeche, chaaro or pranam; anant shakti-shali, veer, aap sabme vyapit ho, isliye aap sab kuch ho.","Brahman, self-realization"
11,41,सखेत्यन्यमन्यं समसमूढचित्ता त्वा प्रसाध्यायथेदं मया प्रमादात् यच्युक्तं चाहास्यहितं प्रविष्टं मया प्रभूत्वं महाद्भुतरूपम्,"In thinking of You as a friend, rashly and in affection, I may have addressed You casually as “O Krishna,” “O Yadava,” “O friend,” without knowing this greatness of Yours—please forgive me.","Tumhe dost maankar maine “Krishna”, “Yadava”, “Sakha” kehkar jo ajnaana vash kaha, mujhe kshama karo.","Aapki is mahima ko na jaante hue, maine pramaad-vash ya prem-vash aapko 'Hey Krishna', 'Hey Yadav', 'Hey Sakha' kehkar jo bhi sambodhit kiya, uske liye kshama chahta hoon.",Arjuna apologizes for past familiarity.,GITA_11_41,Gita 11.41,"सखेत्यन्यमन्यं समसमूढचित्ता त्वा प्रसाध्यायथेदं मया प्रमादात् यच्युक्तं चाहास्यहितं प्रविष्टं मया प्रभूत्वं महाद्भुतरूपम्
In thinking of You as a friend, rashly and in affection, I may have addressed You casually as “O Krishna,” “O Yadava,” “O friend,” without knowing this greatness of Yours—please forgive me.
Tumhe dost maankar maine “Krishna”, “Yadava”, “Sakha” kehkar jo ajnaana vash kaha, mujhe kshama karo.","guilt, relationship problems, Bhakti Yoga"
11,42,यच्चावहासार्थमसत्कृतोऽसि विहारशय्यासनभोजनेषु एकोऽथवाप्यच्युत तत्समक्षं तत्क्षामये त्वामहमप्रमेयम्,"And whatever disrespect I showed You in jest while playing, resting, sitting, eating, alone or in company—O Achyuta, immeasurable One—please forgive that.","Khelte, baithte, khate, akelay ya sabke saamne jo maine anadar kiya, uske liye kshama chahta hoon.","Aur hey Achyuta, vihar, shaiyya, aasan ya bhojan ke samay, akele ya doston ke saamne, maine parihas mein aapka jo bhi apmaan kiya ho, us apramey (immeasurable) ke liye main aapse kshama maangta hoon.",Seeking pardon for casual behavior.,GITA_11_42,Gita 11.42,"यच्चावहासार्थमसत्कृतोऽसि विहारशय्यासनभोजनेषु एकोऽथवाप्यच्युत तत्समक्षं तत्क्षामये त्वामहमप्रमेयम्
And whatever disrespect I showed You in jest while playing, resting, sitting, eating, alone or in company—O Achyuta, immeasurable One—please forgive that.
Khelte, baithte, khate, akelay ya sabke saamne jo maine anadar kiya, uske liye kshama chahta hoon.","guilt, relationship problems"
11,43,पितासि लोकस्य चराचरस्य त्वमस्य पूज्यश्च गुरुरगरीयान। न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्यो लोकत्रयेप्यप्रतिमप्रभावः,"You are the father of the moving and unmoving world, worthy of worship, the supreme teacher; no one equals You, how then another superior, in the three worlds, O unequaled power?","Aap charachar jagat ke pita, pujya guru hain, aapke barabar koi nahi, phir badhkar to koi ho hi nahi sakta.","Aap is char-achar lok ke pita, poojniya aur sabse bade guru hain. Hey apratim-prabhav, teeno lokon mein aapke samaan koi nahi hai, toh aapse adhik kaun ho sakta hai?",Affirms Krishna’s supreme uniqueness.,GITA_11_43,Gita 11.43,"पितासि लोकस्य चराचरस्य त्वमस्य पूज्यश्च गुरुरगरीयान। न त्वत्समोऽस्त्यभ्यधिकः कुतोऽन्यो लोकत्रयेप्यप्रतिमप्रभावः
You are the father of the moving and unmoving world, worthy of worship, the supreme teacher; no one equals You, how then another superior, in the three worlds, O unequaled power?
Aap charachar jagat ke pita, pujya guru hain, aapke barabar koi nahi, phir badhkar to koi ho hi nahi sakta.","Brahman, Bhakti Yoga"
11,44,तस्मात्प्रणम्य प्रणिधाय कायं प्रसादये त्वामहमीशमीड्यम। पितेव पुत्रस्य सखेव सख्युः प्रियः प्रियायार्हसी देव सोढुम्,"Therefore, bowing my body, I seek Your grace, Lord worthy of praise; as a father forgives a son, a friend a friend, or a lover a beloved, please bear with me.","Isliye sharir jhukaakar main aapka prasada mangta hoon; pita‑putra, mitra‑mitra, priya‑priya ki tarah mujhe kshama karein.","Isliye, main apne shareer ko jhukakar, pranam karke, aap poojniya Ishwar se kripa ki yaachana karta hoon. Hey Dev, jaise pita putra ke, mitra mitra ke, aur priyatam priyatama ke aparaadh ko sehan kar leta hai, waise hi aap bhi kripya sehan karein.",Arjuna pleads for acceptance.,GITA_11_44,Gita 11.44,"तस्मात्प्रणम्य प्रणिधाय कायं प्रसादये त्वामहमीशमीड्यम। पितेव पुत्रस्य सखेव सख्युः प्रियः प्रियायार्हसी देव सोढुम्
Therefore, bowing my body, I seek Your grace, Lord worthy of praise; as a father forgives a son, a friend a friend, or a lover a beloved, please bear with me.
Isliye sharir jhukaakar main aapka prasada mangta hoon; pita‑putra, mitra‑mitra, priya‑priya ki tarah mujhe kshama karein.","guilt, relationship problems, Bhakti Yoga"
11,45,अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वा भयेन च प्रव्यथितं मनो मे तत्समसित्वं रूपमदार्शय त्वं प्रसादये देव जगन्निवास,"O God, having seen what was never seen before, I rejoice, yet my mind trembles with fear; show me again Your former form, O abode of the universe.","Main anupam roop dekh kar anandit hoon, par bhay bhi laga; kripya apna purana roop dikhaiye.","Pehle kabhi na dekhe gaye aapke is roop ko dekhkar main harshit hoon, par mera mann bhay se vyathit bhi hai. Hey Dev, hey Jagannivas, kripya prasann hokar mujhe apna wahi (chaturbhuj) roop dikhaiye.",Arjuna requests return to gentle form.,GITA_11_45,Gita 11.45,"अदृष्टपूर्वं हृषितोऽस्मि दृष्ट्वा भयेन च प्रव्यथितं मनो मे तत्समसित्वं रूपमदार्शय त्वं प्रसादये देव जगन्निवास
O God, having seen what was never seen before, I rejoice, yet my mind trembles with fear; show me again Your former form, O abode of the universe.
Main anupam roop dekh kar anandit hoon, par bhay bhi laga; kripya apna purana roop dikhaiye.","fear, anxiety, mental peace"
